,1. open,2. high,3. low,4. close,5. volume
2019-05-10,1168.8400,1176.2800,1146.3700,1167.6400,1582460
2019-05-09,1162.6000,1174.0700,1154.6400,1167.9700,1477752
2019-05-08,1177.2900,1184.2700,1167.6300,1170.7800,1276022
2019-05-07,1185.8100,1194.7700,1165.0000,1178.8600,1830238
2019-05-06,1172.0000,1195.4300,1171.1600,1193.4600,1588684
2019-05-03,1177.4100,1191.4000,1173.5500,1189.5500,2079376
2019-05-02,1172.6000,1179.3800,1158.3300,1166.5100,2254890
2019-05-01,1197.5000,1199.2500,1171.6800,1173.3200,3717018
2019-04-30,1190.6300,1200.9800,1183.0000,1198.9600,6658855
2019-04-29,1280.5100,1296.9700,1271.7100,1296.2000,3618362
2019-04-26,1273.3800,1278.9100,1265.0000,1277.4200,1361419
2019-04-25,1270.3000,1272.8000,1258.0000,1267.3400,1567161
2019-04-24,1270.5900,1274.0000,1259.8100,1260.0500,1169797
2019-04-23,1256.6400,1274.4300,1251.9700,1270.5900,1593449
2019-04-22,1236.6700,1254.3400,1233.3700,1253.7600,954419
2019-04-18,1245.0000,1245.9400,1239.4100,1241.4700,1237788
2019-04-17,1237.0000,1245.1000,1232.9000,1240.1400,1518286
2019-04-16,1230.0000,1235.9800,1225.0400,1231.9100,1131099
2019-04-15,1224.0900,1229.3000,1214.5600,1226.5300,1189974
2019-04-12,1215.6200,1223.0500,1213.2900,1222.7300,1215610
2019-04-11,1208.9000,1212.7400,1204.5400,1209.5900,849947
2019-04-10,1205.0900,1208.9400,1200.6600,1206.4500,775456
2019-04-09,1201.8900,1207.1500,1198.3800,1202.6900,983840
2019-04-08,1211.1100,1213.9500,1204.7000,1208.2800,1087588
2019-04-05,1219.3000,1220.3900,1210.0300,1211.4500,1001044
2019-04-04,1211.2900,1220.5500,1209.0400,1219.4500,1051089
2019-04-03,1212.7000,1220.6000,1205.0800,1210.8100,1109614
2019-04-02,1200.0500,1205.8100,1191.2400,1205.5400,914413
2019-04-01,1187.5400,1200.2000,1186.3600,1198.9800,1385595
2019-03-29,1180.1800,1183.9700,1166.3800,1176.8900,1544615
2019-03-28,1175.5000,1177.2500,1163.4300,1172.2700,1120122
2019-03-27,1191.9200,1191.9200,1164.2300,1178.0100,1471402
2019-03-26,1205.1900,1207.6500,1181.7600,1189.8400,1537606
2019-03-25,1199.5600,1209.4400,1190.0000,1197.3800,1378849
2019-03-22,1228.8500,1233.6300,1206.0000,1207.6500,1721133
2019-03-21,1220.0000,1236.4400,1216.5800,1236.1300,1407480
2019-03-20,1201.4000,1229.9900,1199.5900,1226.4300,2075442
2019-03-19,1191.7200,1203.4100,1189.4600,1202.4600,1489407
2019-03-18,1189.6900,1194.9500,1181.4800,1188.5500,1222203
2019-03-15,1198.0000,1201.7200,1187.0100,1190.3000,2593338
2019-03-14,1199.0200,1204.7000,1191.2300,1192.5300,1365072
2019-03-13,1205.9300,1207.1200,1197.9100,1199.0600,1294354
2019-03-12,1182.3000,1205.7100,1182.3000,1197.2500,2110979
2019-03-11,1152.0000,1179.9100,1151.5700,1179.2600,1501633
2019-03-08,1133.9000,1153.4500,1130.2000,1149.9700,1184732
2019-03-07,1160.5000,1163.5800,1141.7100,1150.8500,1504328
2019-03-06,1171.7600,1174.7400,1163.0500,1164.9400,1180052
2019-03-05,1156.0000,1176.4900,1153.0200,1169.1900,2004723
2019-03-04,1154.5600,1165.5200,1138.2500,1153.4200,1774467
2019-03-01,1131.0000,1150.0000,1131.0000,1148.5200,1704258
2019-02-28,1119.0000,1133.9900,1118.4100,1126.5500,1371355
2019-02-27,1114.0100,1125.7300,1108.5600,1122.8900,1104881
2019-02-26,1114.3700,1126.4400,1106.7000,1122.0100,1751261
2019-02-25,1121.9300,1125.4000,1114.1100,1117.3300,1310362
2019-02-22,1109.7000,1117.2500,1100.5000,1116.5600,1471783
2019-02-21,1118.7800,1119.1500,1097.9800,1104.2100,1663980
2019-02-20,1128.8800,1130.9300,1111.7500,1120.5900,1204533
2019-02-19,1116.6400,1129.6400,1116.6400,1126.5100,1099259
2019-02-15,1139.3000,1139.3000,1116.7200,1119.6300,1391348
2019-02-14,1125.0000,1136.1300,1117.0900,1129.2000,1055297
2019-02-13,1133.0400,1142.8500,1126.0000,1128.6300,1402087
2019-02-12,1111.0100,1132.8600,1111.0100,1127.5800,1751771
2019-02-11,1103.7500,1113.4300,1100.0000,1102.1200,924881
2019-02-08,1094.8800,1105.1000,1094.2400,1102.3800,1088327
2019-02-07,1111.8200,1111.9900,1093.5900,1105.9100,1914877
2019-02-06,1149.2700,1154.0000,1118.3600,1122.8900,2412820
2019-02-05,1129.6300,1152.7700,1123.6000,1151.8700,4114790
2019-02-04,1119.0100,1142.3400,1117.5100,1141.4200,3920591
2019-02-01,1122.2900,1134.4000,1114.2500,1118.6200,1655813
2019-01-31,1112.2400,1127.6700,1105.2500,1125.8900,2011572
2019-01-30,1077.3600,1099.5200,1076.6400,1097.9900,1472647
2019-01-29,1081.0400,1084.7300,1066.0200,1070.0600,985248
2019-01-28,1090.0700,1093.3700,1074.6100,1079.8600,1466714
2019-01-25,1094.2300,1103.3600,1091.8000,1101.5100,1163788
2019-01-24,1082.5100,1088.0000,1070.0200,1084.0000,1455948
2019-01-23,1086.8600,1092.9500,1067.5700,1084.4100,1259738
2019-01-22,1096.0000,1098.9700,1070.8900,1078.6300,1981594
2019-01-18,1108.5900,1118.0000,1099.2800,1107.3000,2244569
2019-01-17,1087.9900,1100.7000,1083.2600,1099.1200,1244801
2019-01-16,1090.0000,1102.3600,1088.0100,1089.5100,1914041
2019-01-15,1058.0100,1088.2700,1054.4400,1086.5100,1875852
2019-01-14,1053.3400,1058.4500,1048.5500,1051.5100,1424486
2019-01-11,1069.9000,1073.3700,1056.4300,1064.4700,1543238
2019-01-10,1074.9400,1079.8100,1064.6800,1078.8300,1329861
2019-01-09,1087.9900,1091.6400,1074.3700,1081.6500,1349912
2019-01-08,1086.0000,1093.3500,1068.3500,1085.3700,1770654
2019-01-07,1080.9700,1082.7000,1062.6400,1075.9200,2372667
2019-01-04,1042.5600,1080.0000,1036.8600,1078.0700,2301428
2019-01-03,1050.6700,1066.2600,1022.3700,1025.4700,2097957
2019-01-02,1027.2000,1060.7900,1025.2800,1054.6800,1593395
2018-12-31,1057.8300,1062.9900,1033.0400,1044.9600,1655504
2018-12-28,1059.5000,1064.2300,1042.0000,1046.6800,1718352
2018-12-27,1026.2000,1053.3400,1007.0000,1052.9000,2299806
2018-12-26,997.9900,1048.4500,992.6500,1047.8500,2315862
2018-12-24,984.3200,1012.1200,977.6600,984.6700,1817955
2018-12-21,1032.0400,1037.6700,981.1900,991.2500,5232490
2018-12-20,1026.0000,1047.4400,1007.8600,1023.5800,2683670
2018-12-19,1047.2900,1075.7100,1019.4300,1035.4600,2913237
2018-12-18,1034.0000,1059.6900,1030.4800,1043.4100,2182019
2018-12-17,1047.0100,1062.3800,1016.6300,1025.6500,2496551
2018-12-14,1060.0200,1071.7200,1049.3700,1051.7100,1817949
2018-12-13,1075.6700,1088.4200,1064.9900,1073.5400,1249403
2018-12-12,1077.0800,1091.7300,1071.9700,1073.7300,1447973
2018-12-11,1066.9400,1070.4000,1050.1000,1061.6500,1692576
2018-12-10,1042.9400,1059.6000,1033.0000,1053.1800,1682646
2018-12-07,1072.2300,1085.0300,1039.3700,1046.5800,2134111
2018-12-06,1045.0000,1079.4200,1042.4800,1078.0800,2371825
2018-12-04,1112.9900,1114.2400,1060.7800,1062.4700,2281485
2018-12-03,1132.1600,1135.0000,1111.7300,1116.3600,2876449
2018-11-30,1095.6300,1109.6500,1083.1800,1109.6500,2983340
2018-11-29,1083.5300,1100.1500,1082.0000,1094.5800,1550523
2018-11-28,1057.4600,1092.8600,1042.9500,1091.7900,2302121
2018-11-27,1051.3400,1066.7600,1045.5000,1052.2800,1652433
2018-11-26,1044.0000,1057.0000,1039.7700,1055.9400,1577941
2018-11-23,1033.5000,1043.0000,1028.5200,1030.1000,708859
2018-11-21,1045.3100,1054.7100,1039.4600,1043.4300,1485172
2018-11-20,1007.2900,1037.3500,1002.2100,1030.4500,2722934
2018-11-19,1063.3900,1068.0000,1022.8700,1027.4200,2284191
2018-11-16,1065.2300,1072.4400,1054.9000,1068.2700,1768308
2018-11-15,1051.4600,1078.8700,1041.2900,1071.0500,2079154
2018-11-14,1060.0000,1065.7900,1041.1100,1054.5800,1733302
2018-11-13,1054.8100,1066.6700,1040.4000,1047.9700,1287475
2018-11-12,1073.1300,1074.1000,1040.3500,1049.3600,1700091
2018-11-09,1084.0200,1088.3500,1064.2600,1077.0200,1743298
2018-11-08,1107.3000,1108.2200,1084.3600,1094.6300,1685193
2018-11-07,1083.4900,1109.9300,1080.5900,1108.2400,2169392
2018-11-06,1055.0200,1079.8200,1053.6100,1069.5700,1433013
2018-11-05,1072.5300,1073.3500,1034.0000,1055.7300,2267870
2018-11-02,1089.0000,1098.0000,1067.6600,1071.4900,2172215
2018-11-01,1091.4000,1099.9000,1077.8200,1085.9800,2006575
2018-10-31,1068.2000,1108.0000,1068.2000,1090.5800,3545821
2018-10-30,1020.0100,1050.9000,1013.9700,1049.5100,2988418
2018-10-29,1096.5400,1108.8300,1007.2000,1034.7300,4064452
2018-10-26,1048.3300,1117.0000,1042.2300,1083.7500,5321883
2018-10-25,1080.3000,1117.8200,1075.5500,1103.5900,3647814
2018-10-24,1115.0000,1116.6200,1055.0600,1057.1200,2464295
2018-10-23,1091.2900,1118.0000,1079.0100,1114.9100,1884255
2018-10-22,1112.5100,1121.6900,1100.0000,1111.3700,1355842
2018-10-19,1103.7100,1120.9500,1097.0300,1105.1800,2064289
2018-10-18,1130.0000,1132.3500,1086.3400,1097.9100,2307596
2018-10-17,1140.0000,1147.0000,1114.0000,1127.5900,1782614
2018-10-16,1113.4800,1136.3700,1111.7500,1133.0800,1918879
2018-10-15,1118.0000,1121.8000,1098.2200,1102.4400,1503956
2018-10-12,1119.6400,1125.8300,1095.0300,1120.5400,2468920
2018-10-11,1079.0400,1116.0600,1075.8900,1090.7400,3384775
2018-10-10,1136.4000,1137.0200,1091.5100,1092.1600,2949006
2018-10-09,1151.3100,1161.5500,1144.1700,1145.1700,1684728
2018-10-08,1160.0000,1175.8600,1135.4000,1155.9200,2309539
2018-10-05,1176.0000,1182.0000,1154.3200,1167.8300,1593012
2018-10-04,1205.0300,1205.9000,1163.8500,1177.0700,2328778
2018-10-03,1212.0000,1214.1800,1202.1500,1211.5300,1312686
2018-10-02,1206.6700,1224.5200,1199.6600,1207.6400,2008956
2018-10-01,1213.0000,1224.2000,1203.1900,1208.5300,1659364
2018-09-28,1204.0900,1208.4500,1197.8300,1207.0800,1780759
2018-09-27,1200.0000,1216.8600,1198.0500,1207.3600,1813652
2018-09-26,1193.6900,1207.2400,1185.4000,1194.0600,1882524
2018-09-25,1184.2500,1196.8600,1174.0900,1193.8900,1657809
2018-09-24,1159.4100,1185.1900,1151.5000,1179.5600,1557479
2018-09-21,1194.9200,1196.5800,1172.0600,1172.1200,4561119
2018-09-20,1180.6700,1194.0000,1176.2500,1191.5700,1462455
2018-09-19,1168.9600,1176.2700,1158.6200,1174.2700,1298084
2018-09-18,1162.6600,1181.3300,1161.4300,1167.1100,1615701
2018-09-17,1177.7700,1181.8200,1158.4600,1159.8300,1704790
2018-09-14,1188.0000,1188.0000,1173.5200,1177.9800,1208767
2018-09-13,1179.7000,1187.8600,1169.2200,1182.1400,2003418
2018-09-12,1182.0000,1190.6900,1166.1600,1171.6000,1785833
2018-09-11,1171.1000,1190.9400,1165.9500,1189.9900,1462688
2018-09-10,1184.2000,1186.6600,1170.6100,1175.0600,1383938
2018-09-07,1172.0000,1188.5500,1169.2700,1177.5900,1633190
2018-09-06,1198.5700,1198.9900,1163.6100,1183.9900,2342722
2018-09-05,1209.2200,1214.8700,1175.3400,1199.1000,2699394
2018-09-04,1222.5200,1227.8700,1206.5600,1211.3100,2072869
2018-08-31,1252.2100,1252.5500,1225.7500,1231.8000,2115424
2018-08-30,1263.4000,1269.4900,1247.2100,1254.4400,1505219
2018-08-29,1255.0000,1267.1700,1252.8000,1264.6500,1846615
2018-08-28,1255.9000,1256.5600,1242.9700,1245.8600,1366516
2018-08-27,1244.1400,1257.8700,1240.6800,1256.2700,1428992
2018-08-24,1226.0000,1237.4000,1221.4200,1236.7500,1222653
2018-08-23,1219.8800,1235.1700,1219.3500,1221.1600,1233347
2018-08-22,1214.2200,1226.5300,1213.2200,1221.7500,1114832
2018-08-21,1223.0200,1232.7600,1215.0300,1217.4100,1154093
2018-08-20,1220.6600,1225.9100,1208.7000,1221.9500,1111173
2018-08-17,1222.0400,1226.9500,1204.0000,1215.8500,1654629
2018-08-16,1241.9900,1243.7000,1219.6300,1224.0600,1608799
2018-08-15,1244.2800,1251.9800,1226.2400,1232.2200,1852558
2018-08-14,1252.5000,1260.5900,1239.5400,1258.1400,1403991
2018-08-13,1251.2000,1265.9700,1247.0300,1248.6400,1380882
2018-08-10,1259.1800,1261.2000,1247.1600,1252.5100,1334387
2018-08-09,1262.7300,1271.9600,1260.1000,1264.4600,1366318
2018-08-08,1256.7200,1271.7200,1252.1200,1261.3300,1718664
2018-08-07,1252.0100,1266.0800,1251.8000,1255.8400,2125256
2018-08-06,1241.6100,1242.4600,1230.5300,1237.6700,1105916
2018-08-03,1245.1800,1246.5200,1229.4200,1238.1600,1063244
2018-08-02,1218.5000,1244.4100,1218.0600,1241.1300,1735180
2018-08-01,1239.1100,1245.9000,1224.9400,1232.9900,1849740
2018-07-31,1231.7100,1241.2100,1216.1900,1227.2200,1969111
2018-07-30,1245.0500,1252.8900,1224.1700,1230.0400,2194837
2018-07-27,1289.1200,1291.4400,1244.4900,1252.8900,2418090
2018-07-26,1267.1800,1287.4000,1263.0000,1285.5000,2734302
2018-07-25,1252.6200,1278.2400,1249.0500,1275.9400,2575437
2018-07-24,1271.0000,1275.0000,1244.1400,1258.1500,5380032
2018-07-23,1195.6600,1215.1000,1192.0100,1211.0000,3272304
2018-07-20,1199.2400,1210.7700,1196.5900,1197.8800,1898376
2018-07-19,1206.6500,1216.4800,1197.7300,1199.1000,1916892
2018-07-18,1208.5300,1221.5900,1204.5600,1212.9100,1947397
2018-07-17,1182.7400,1218.7600,1182.0000,1213.0800,2008133
2018-07-16,1203.8100,1208.7100,1193.4000,1196.5100,1339237
2018-07-13,1202.8000,1210.4400,1195.2900,1204.4200,1631857
2018-07-12,1174.8600,1201.9900,1173.1000,1201.2600,2207431
2018-07-11,1155.6200,1180.4400,1155.3700,1171.4600,1662633
2018-07-10,1169.9900,1173.5000,1162.5600,1167.1400,1066704
2018-07-09,1160.0000,1167.9300,1157.2300,1167.2800,1079201
2018-07-06,1141.7700,1156.2000,1137.2400,1155.0800,1090967
2018-07-05,1124.6000,1144.1400,1123.1200,1141.2900,1429710
2018-07-03,1149.4200,1149.9100,1114.4300,1116.2800,822394
2018-07-02,1115.3500,1142.9900,1106.6000,1142.1100,1161040
2018-06-29,1132.3100,1141.3600,1127.0200,1129.1900,1578116
2018-06-28,1112.3900,1134.0000,1106.0700,1126.7800,1486675
2018-06-27,1136.0000,1146.2100,1116.7000,1116.9400,1726866
2018-06-26,1144.1400,1146.8700,1129.0000,1132.6200,1734414
2018-06-25,1155.0000,1155.9900,1119.9000,1139.2800,2884131
2018-06-22,1171.4900,1175.0000,1159.6500,1169.2900,1711003
2018-06-21,1185.5100,1190.3300,1163.4800,1169.4400,2248277
2018-06-20,1183.3000,1201.4900,1182.0300,1184.0700,2584260
2018-06-19,1170.1100,1182.8100,1161.6100,1178.6900,2364127
2018-06-18,1152.6900,1184.1300,1151.0000,1183.5800,1651913
2018-06-15,1159.9200,1163.9100,1153.6900,1159.2700,2221891
2018-06-14,1152.2100,1165.9900,1150.6000,1160.1100,1771120
2018-06-13,1152.2800,1155.6400,1143.3800,1144.2300,1715074
2018-06-12,1141.0200,1148.7500,1141.0200,1148.1900,1304612
2018-06-11,1132.9400,1147.7400,1131.4000,1140.9000,1239770
2018-06-08,1131.2100,1138.7800,1123.2300,1132.7100,1364226
2018-06-07,1144.5800,1145.8700,1126.1200,1134.4200,1805388
2018-06-06,1152.7700,1154.7100,1136.3200,1146.9500,1746719
2018-06-05,1154.6600,1161.1000,1147.4600,1151.0200,1648222
2018-06-04,1138.5000,1157.8600,1137.0000,1153.0400,2237701
2018-06-01,1112.8700,1138.1600,1112.0100,1135.0000,3160100
2018-05-31,1082.0000,1110.0000,1078.0000,1100.0000,3968362
2018-05-30,1073.4800,1078.9900,1066.5500,1077.4700,1434282
2018-05-29,1076.0000,1081.3400,1063.0800,1068.0700,1803805
2018-05-25,1086.5500,1089.5700,1082.6000,1084.0800,1111161
2018-05-24,1086.9000,1087.1200,1072.3000,1085.4500,1030194
2018-05-23,1070.0000,1088.0000,1066.9600,1085.9600,1186998
2018-05-22,1089.8000,1091.8000,1072.2600,1075.3100,1111299
2018-05-21,1079.0000,1093.3000,1078.0000,1084.0100,1258999
2018-05-18,1066.0000,1073.7300,1064.6800,1069.6400,1774149
2018-05-17,1081.4600,1091.0000,1076.4200,1081.2600,1286907
2018-05-16,1085.0900,1094.3800,1081.6300,1084.0900,1281406
2018-05-15,1096.9000,1099.1200,1078.7800,1084.8700,1786926
2018-05-14,1105.5700,1118.1500,1104.8000,1106.6000,1966893
2018-05-11,1100.4100,1109.0100,1097.2200,1103.3800,1525218
2018-05-10,1095.0000,1109.4100,1093.8800,1105.4700,1820676
2018-05-09,1064.1000,1094.0000,1062.1100,1088.9500,2357979
2018-05-08,1064.6200,1065.2300,1051.6400,1058.5900,1301524
2018-05-07,1053.8900,1065.0000,1050.2700,1059.4600,1719971
2018-05-04,1019.6100,1051.8800,1018.0500,1051.0000,1844600
2018-05-03,1025.3700,1030.6900,1007.8900,1026.3000,1964066
2018-05-02,1034.0000,1043.9800,1023.1600,1026.0500,1734872
2018-05-01,1016.3000,1041.7300,1010.6100,1040.7500,1766256
2018-04-30,1034.4200,1038.3700,1018.3000,1018.5800,1724632
2018-04-27,1045.5400,1051.7000,1027.5900,1031.4500,2037263
2018-04-26,1033.2200,1052.0200,1020.4500,1043.3100,2546332
2018-04-25,1029.7500,1036.0700,1017.0100,1022.9900,2893047
2018-04-24,1059.2000,1064.4900,1012.8600,1022.6400,6411038
2018-04-23,1082.9800,1088.0000,1066.6800,1073.8100,3479496
2018-04-20,1084.2700,1094.7500,1072.1000,1077.3200,2121692
2018-04-19,1069.0200,1097.5100,1069.0200,1089.4500,1994247
2018-04-18,1079.0100,1082.0000,1070.5200,1075.3900,1556298
2018-04-17,1061.2000,1085.0000,1057.0900,1079.3600,2729197
2018-04-16,1045.5500,1051.4300,1033.9200,1046.1000,1488822
2018-04-13,1046.8900,1052.9800,1030.1500,1036.0400,1270461
2018-04-12,1031.4700,1044.6500,1026.0500,1037.2900,1644794
2018-04-11,1032.0000,1035.8700,1019.2000,1025.0600,1703015
2018-04-10,1030.2600,1041.2100,1015.4100,1036.5000,1836678
2018-04-09,1020.0400,1044.5900,1019.2000,1020.0900,1661012
2018-04-06,1023.1000,1036.0000,1006.2500,1009.9500,2006683
2018-04-05,1046.3900,1046.7100,1024.0000,1032.6400,1791761
2018-04-04,998.2300,1032.7400,996.5100,1029.7100,2536198
2018-04-03,1016.1500,1025.0000,997.2500,1018.6800,2566146
2018-04-02,1027.6200,1039.5300,994.2500,1012.6300,3253387
2018-03-29,1011.2100,1048.0500,1004.0400,1037.1400,3466876
2018-03-28,1001.9100,1024.9900,984.0000,1005.1800,3884943
2018-03-27,1063.9000,1064.5400,997.6200,1006.9400,2940957
2018-03-26,1050.6000,1059.2700,1010.5800,1054.0900,3272409
2018-03-23,1051.3700,1066.7800,1024.8700,1026.5500,2413517
2018-03-22,1080.0100,1083.9200,1049.6400,1053.1500,3418154
2018-03-21,1092.5700,1108.7000,1087.2100,1094.0000,1990515
2018-03-20,1098.4000,1105.5500,1082.4200,1095.8000,2709310
2018-03-19,1117.7600,1119.3700,1088.9200,1100.0700,3076349
2018-03-16,1155.3500,1156.8100,1131.3600,1134.4200,2654602
2018-03-15,1149.5700,1162.5000,1135.6600,1150.6100,1623868
2018-03-14,1145.8000,1159.7600,1142.3500,1148.8900,2033697
2018-03-13,1171.8300,1178.0000,1134.5700,1139.9100,2129435
2018-03-12,1165.0500,1178.1600,1159.2000,1165.9300,2129297
2018-03-09,1139.5000,1161.0000,1134.2900,1160.8400,2070174
2018-03-08,1117.2000,1131.4400,1117.2000,1129.3800,1510478
2018-03-07,1092.8200,1116.2000,1089.9100,1115.0400,1537429
2018-03-06,1102.1000,1105.6300,1094.5000,1100.9000,1169068
2018-03-05,1078.1300,1101.1800,1072.2700,1094.7600,1432369
2018-03-02,1057.9800,1086.8900,1050.1100,1084.1400,2508145
2018-03-01,1109.5400,1111.2700,1067.2900,1071.4100,2766856
2018-02-28,1122.0000,1127.6500,1103.0000,1103.9200,2431023
2018-02-27,1143.7000,1144.2500,1116.7900,1117.5100,2094863
2018-02-26,1131.8600,1144.2000,1129.3400,1143.7000,1489118
2018-02-23,1118.6600,1129.0000,1108.4400,1128.0900,1234539
2018-02-22,1119.1700,1125.4600,1105.1500,1109.9000,1386115
2018-02-21,1109.1000,1136.2000,1107.5100,1113.7500,2024534
2018-02-20,1092.7600,1116.2900,1090.0000,1103.5900,1646405
2018-02-16,1093.3800,1108.3100,1091.5500,1095.5000,1971928
2018-02-15,1083.4500,1094.1000,1067.2300,1091.3600,1806206
2018-02-14,1054.3200,1075.4700,1049.8000,1072.7000,2029979
2018-02-13,1050.0000,1061.2200,1046.9200,1054.1400,1574121
2018-02-12,1056.6700,1065.5700,1045.4900,1054.5600,2796258
2018-02-09,1025.8800,1051.7200,997.0000,1046.2700,4436032
2018-02-08,1059.8700,1063.9300,1004.7000,1007.7100,3067173
2018-02-07,1084.9700,1086.5300,1054.6200,1055.4100,2544683
2018-02-06,1033.9800,1087.3800,1030.0100,1084.4300,3732527
2018-02-05,1100.6100,1114.9900,1056.7400,1062.3900,3742469
2018-02-02,1127.4200,1131.3000,1111.1700,1119.2000,5798880
2018-02-01,1175.9900,1187.4500,1169.3600,1181.5900,2774967
2018-01-31,1183.8100,1186.3200,1172.1000,1182.2200,1643877
2018-01-30,1177.7200,1187.9300,1174.5100,1177.3700,1792602
2018-01-29,1188.0000,1198.0000,1184.0600,1186.4800,1533931
2018-01-26,1187.5300,1187.5600,1168.0300,1187.5600,1981476
2018-01-25,1180.7100,1185.0000,1171.8400,1182.1400,1398961
2018-01-24,1184.9800,1187.0500,1167.4000,1171.2900,1818182
2018-01-23,1170.6200,1178.5100,1167.2500,1176.1700,1832126
2018-01-22,1143.8200,1166.8800,1141.8200,1164.1600,1437954
2018-01-19,1138.0300,1143.7800,1132.5000,1143.5000,1418376
2018-01-18,1139.3500,1140.5900,1124.4600,1135.9700,1333633
2018-01-17,1136.3600,1139.3200,1123.4900,1139.1000,1353097
2018-01-16,1140.3100,1148.8800,1126.6600,1130.7000,1783881
2018-01-12,1110.1000,1131.3000,1108.0100,1130.6500,1914460
2018-01-11,1112.3100,1114.8500,1106.4800,1112.0500,1102461
2018-01-10,1107.0000,1112.7800,1103.9800,1110.1400,1027781
2018-01-09,1118.4400,1118.4400,1108.2000,1112.7900,1335995
2018-01-08,1111.0000,1119.1600,1110.0000,1114.2100,1148958
2018-01-05,1103.4500,1113.5800,1101.8000,1110.2900,1493389
2018-01-04,1097.0900,1104.0800,1094.2600,1095.7600,1289293
2018-01-03,1073.9300,1096.1000,1073.4300,1091.5200,1550593
2018-01-02,1053.0200,1075.9800,1053.0200,1073.2100,1555809
2017-12-29,1055.4900,1058.0500,1052.7000,1053.4000,1156357
2017-12-28,1062.2500,1064.8400,1053.3800,1055.9500,982285
2017-12-27,1066.6000,1068.2700,1058.3800,1060.2000,1027634
2017-12-26,1068.6400,1068.8600,1058.6400,1065.8500,914574
2017-12-22,1070.0000,1071.7200,1067.6400,1068.8600,860800
2017-12-21,1075.3900,1077.5200,1069.0000,1070.8500,1211012
2017-12-20,1080.9200,1081.2300,1068.6000,1073.5600,1429035
2017-12-19,1083.0200,1084.9700,1072.2700,1079.7800,1287930
2017-12-18,1076.4500,1086.4900,1070.3700,1085.0900,1482768
2017-12-15,1063.7800,1075.2500,1060.0900,1072.0000,3080738
2017-12-14,1055.4900,1067.0800,1053.6000,1057.4700,1531504
2017-12-13,1052.0800,1055.4800,1046.5800,1051.3900,1369580
2017-12-12,1050.0000,1062.5000,1044.8700,1048.7700,1684977
2017-12-11,1051.1100,1056.0000,1044.1200,1051.9700,1096997
2017-12-08,1051.8100,1056.4200,1045.8600,1049.3800,1479665
2017-12-07,1036.0700,1048.9200,1035.3600,1044.5700,1437448
2017-12-06,1016.5200,1039.5800,1015.3100,1032.7200,1369276
2017-12-05,1010.9900,1036.6800,1002.3200,1019.6000,1927802
2017-12-04,1027.8000,1031.3400,1009.2200,1011.8700,1896325
2017-12-01,1030.4100,1037.2400,1016.9000,1025.0700,1866985
2017-11-30,1039.9400,1044.1400,1030.0700,1036.1700,2231818
2017-11-29,1056.1800,1058.7700,1029.6500,1037.3800,2787784
2017-11-28,1073.9900,1080.0000,1054.5400,1063.2900,1694098
2017-11-27,1058.5700,1073.0400,1054.7700,1072.0100,1708195
2017-11-24,1054.3900,1060.0700,1051.9200,1056.5200,825342
2017-11-22,1051.1600,1055.4300,1047.2500,1051.9200,721498
2017-11-21,1040.0400,1050.3900,1039.1400,1050.3000,1075568
2017-11-20,1036.0000,1038.7000,1032.6800,1034.6600,850423
2017-11-17,1049.8000,1051.0000,1033.7300,1035.8900,1286044
2017-11-16,1038.7500,1051.7600,1038.0000,1048.4700,1125995
2017-11-15,1035.0000,1039.6300,1030.7600,1036.4100,900695
2017-11-14,1037.7200,1042.3000,1029.3300,1041.6400,982782
2017-11-13,1040.8000,1048.7400,1039.2600,1041.2000,914852
2017-11-10,1043.8700,1046.6300,1041.2200,1044.1500,955500
2017-11-09,1048.0000,1050.8800,1035.8500,1047.7200,1776722
2017-11-08,1050.0500,1062.6900,1047.0500,1058.2900,1195180
2017-11-07,1049.6500,1053.4100,1043.0000,1052.3900,1254965
2017-11-06,1049.1000,1052.5900,1042.0000,1042.6800,897897
2017-11-03,1042.7500,1050.6600,1037.6500,1049.9900,1370874
2017-11-02,1039.9900,1045.5200,1028.6600,1042.9700,1233333
2017-11-01,1036.3200,1047.8600,1034.0000,1042.6000,2105729
2017-10-31,1033.0000,1041.0000,1026.3000,1033.0400,1490660
2017-10-30,1029.1600,1039.8300,1022.3300,1033.1300,2245352
2017-10-27,1030.9900,1063.6200,1026.8500,1033.6700,5139945
2017-10-26,998.4700,1006.5100,990.4700,991.4200,1827682
2017-10-25,986.2700,994.4300,977.7220,991.4600,1368042
2017-10-24,986.5000,989.2600,977.0800,988.4900,1416283
2017-10-23,1005.1800,1005.7900,983.1000,985.5400,1623580
2017-10-20,1007.0500,1008.6500,1002.2700,1005.0700,1568454
2017-10-19,1004.7500,1007.3200,997.3000,1001.8400,1677021
2017-10-18,1011.0500,1016.3100,1005.3200,1012.7400,1270218
2017-10-17,1007.4400,1014.5600,1006.0500,1011.0000,991412
2017-10-16,1009.6300,1012.0000,1001.5200,1009.3500,1066744
2017-10-13,1009.1100,1014.7600,1007.0600,1007.8700,1308881
2017-10-12,1003.8400,1011.5400,1001.1000,1005.6500,1521137
2017-10-11,989.0400,1007.5600,987.9400,1005.6500,1748443
2017-10-10,995.3000,997.4700,981.1100,987.8000,1158864
2017-10-09,995.0000,1000.4600,991.5000,992.3100,1151035
2017-10-06,980.0000,994.2600,978.5100,993.6400,1490744
2017-10-05,972.7900,986.5085,970.2700,985.1900,1627255
